program_label,program,geoid,category,stusab,state,state_name,county,county_name,tract,pct_occupied,pct_minority,total_units,number_reported,pct_reported,pct_2adults,pct_1adult,pct_disabled_all,pct_age62plus,pct_white,pct_black,pct_native_american,pct_asian_pacific,pct_hispanic,pct_bed1,pct_bed2,pct_bed3,pct_hhwch,name,states
Housing Choice Vouchers,3,17019000500,census tract,IL,17,Illinois,019,Champaign County,000500,81.0,50.0,14.0,12,100.0,,25.0,26.0,17.0,50.0,50.0,,,0.0,50.0,25.0,25.0,25.0,IL Illinois Champaign County 000500,IL Illinois
Summary,1,17019000700,census tract,IL,17,Illinois,019,Champaign County,000700,81.0,85.0,102.0,89,100.0,,53.0,15.0,13.0,15.0,82.0,,,3.0,30.0,36.0,34.0,53.0,IL Illinois Champaign County 000700,IL Illinois
Housing Choice Vouchers,3,17019000700,census tract,IL,17,Illinois,019,Champaign County,000700,81.0,85.0,102.0,89,100.0,,53.0,15.0,13.0,15.0,82.0,,,3.0,30.0,36.0,34.0,53.0,IL Illinois Champaign County 000700,IL Illinois
Summary,1,17019000800,census tract,IL,17,Illinois,019,Champaign County,000800,81.0,89.0,273.0,238,100.0,,39.0,22.0,42.0,11.0,87.0,,,2.0,50.0,23.0,27.0,39.0,IL Illinois Champaign County 000800,IL Illinois
Housing Choice Vouchers,3,17019000800,census tract,IL,17,Illinois,019,Champaign County,000800,81.0,89.0,273.0,238,100.0,,39.0,22.0,42.0,11.0,87.0,,,2.0,50.0,23.0,27.0,39.0,IL Illinois Champaign County 000800,IL Illinois
Summary,1,17019000901,census tract,IL,17,Illinois,019,Champaign County,000901,81.0,90.0,168.0,146,100.0,1.0,64.0,16.0,15.0,10.0,88.0,1.0,,1.0,18.0,23.0,60.0,65.0,IL Illinois Champaign County 000901,IL Illinois
Housing Choice Vouchers,3,17019000901,census tract,IL,17,Illinois,019,Champaign County,000901,81.0,90.0,168.0,146,100.0,1.0,64.0,16.0,15.0,10.0,88.0,1.0,,1.0,18.0,23.0,60.0,65.0,IL Illinois Champaign County 000901,IL Illinois
Summary,1,17019000902,census tract,IL,17,Illinois,019,Champaign County,000902,81.0,93.0,32.0,28,100.0,,68.0,17.0,11.0,7.0,89.0,,,4.0,4.0,43.0,54.0,68.0,IL Illinois Champaign County 000902,IL Illinois
Housing Choice Vouchers,3,17019000902,census tract,IL,17,Illinois,019,Champaign County,000902,81.0,93.0,32.0,28,100.0,,68.0,17.0,11.0,7.0,89.0,,,4.0,4.0,43.0,54.0,68.0,IL Illinois Champaign County 000902,IL Illinois
Summary,1,17019001000,census tract,IL,17,Illinois,019,Champaign County,001000,88.0,92.0,182.0,159,99.0,,38.0,21.0,16.0,8.0,92.0,,,1.0,55.0,33.0,12.0,38.0,IL Illinois Champaign County 001000,IL Illinois
Housing Choice Vouchers,3,17019001000,census tract,IL,17,Illinois,019,Champaign County,001000,81.0,80.0,40.0,35,100.0,,23.0,43.0,34.0,20.0,77.0,,,3.0,71.0,14.0,14.0,23.0,IL Illinois Champaign County 001000,IL Illinois
Project Based Section 8,4,17019001000,census tract,IL,17,Illinois,019,Champaign County,001000,90.0,96.0,142.0,124,97.0,,43.0,16.0,10.0,4.0,96.0,,,0.0,51.0,38.0,11.0,43.0,IL Illinois Champaign County 001000,IL Illinois
Summary,1,17019001100,census tract,IL,17,Illinois,019,Champaign County,001100,81.0,95.0,23.0,20,100.0,,55.0,16.0,10.0,5.0,95.0,,,0.0,25.0,25.0,50.0,55.0,IL Illinois Champaign County 001100,IL Illinois
Housing Choice Vouchers,3,17019001100,census tract,IL,17,Illinois,019,Champaign County,001100,81.0,95.0,23.0,20,100.0,,55.0,16.0,10.0,5.0,95.0,,,0.0,25.0,25.0,50.0,55.0,IL Illinois Champaign County 001100,IL Illinois
Summary,1,17019001201,census tract,IL,17,Illinois,019,Champaign County,001201,91.0,59.0,272.0,258,100.0,0.0,32.0,12.0,61.0,41.0,55.0,0.0,2.0,1.0,66.0,9.0,25.0,32.0,IL Illinois Champaign County 001201,IL Illinois
Housing Choice Vouchers,3,17019001201,census tract,IL,17,Illinois,019,Champaign County,001201,81.0,89.0,115.0,100,100.0,1.0,82.0,10.0,8.0,11.0,88.0,,,1.0,11.0,24.0,65.0,83.0,IL Illinois Champaign County 001201,IL Illinois
Project Based Section 8,4,17019001201,census tract,IL,17,Illinois,019,Champaign County,001201,98.0,40.0,157.0,158,100.0,,,16.0,94.0,60.0,34.0,1.0,4.0,1.0,100.0,,,,IL Illinois Champaign County 001201,IL Illinois
Summary,1,17019001203,census tract,IL,17,Illinois,019,Champaign County,001203,81.0,81.0,24.0,21,100.0,,90.0,4.0,10.0,19.0,81.0,,,0.0,,5.0,95.0,90.0,IL Illinois Champaign County 001203,IL Illinois
Housing Choice Vouchers,3,17019001203,census tract,IL,17,Illinois,019,Champaign County,001203,81.0,81.0,24.0,21,100.0,,90.0,4.0,10.0,19.0,81.0,,,0.0,,5.0,95.0,90.0,IL Illinois Champaign County 001203,IL Illinois
Summary,1,17019001204,census tract,IL,17,Illinois,019,Champaign County,001204,,,7.0,6,,,,,,,,,,,,,,,IL Illinois Champaign County 001204,IL Illinois
Housing Choice Vouchers,3,17019001204,census tract,IL,17,Illinois,019,Champaign County,001204,,,7.0,6,,,,,,,,,,,,,,,IL Illinois Champaign County 001204,IL Illinois
Summary,1,17019001205,census tract,IL,17,Illinois,019,Champaign County,001205,81.0,96.0,169.0,147,100.0,,85.0,5.0,3.0,4.0,93.0,,,3.0,10.0,48.0,41.0,85.0,IL Illinois Champaign County 001205,IL Illinois
Housing Choice Vouchers,3,17019001205,census tract,IL,17,Illinois,019,Champaign County,001205,81.0,96.0,169.0,147,100.0,,85.0,5.0,3.0,4.0,93.0,,,3.0,10.0,48.0,41.0,85.0,IL Illinois Champaign County 001205,IL Illinois
Summary,1,17019001206,census tract,IL,17,Illinois,019,Champaign County,001206,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 001206,IL Illinois
Housing Choice Vouchers,3,17019001206,census tract,IL,17,Illinois,019,Champaign County,001206,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 001206,IL Illinois
Summary,1,17019001301,census tract,IL,17,Illinois,019,Champaign County,001301,81.0,93.0,31.0,27,100.0,,59.0,20.0,15.0,7.0,85.0,,,7.0,4.0,63.0,33.0,59.0,IL Illinois Champaign County 001301,IL Illinois
Housing Choice Vouchers,3,17019001301,census tract,IL,17,Illinois,019,Champaign County,001301,81.0,92.0,30.0,26,100.0,,62.0,19.0,15.0,8.0,85.0,,,8.0,,65.0,35.0,62.0,IL Illinois Champaign County 001301,IL Illinois
Project Based Section 8,4,17019001301,census tract,IL,17,Illinois,019,Champaign County,001301,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 001301,IL Illinois
Summary,1,17019001302,census tract,IL,17,Illinois,019,Champaign County,001302,,,6.0,5,,,,,,,,,,,,,,,IL Illinois Champaign County 001302,IL Illinois
Housing Choice Vouchers,3,17019001302,census tract,IL,17,Illinois,019,Champaign County,001302,,,6.0,5,,,,,,,,,,,,,,,IL Illinois Champaign County 001302,IL Illinois
Summary,1,17019001400,census tract,IL,17,Illinois,019,Champaign County,001400,81.0,77.0,30.0,26,100.0,,,67.0,73.0,23.0,77.0,,,0.0,69.0,31.0,,,IL Illinois Champaign County 001400,IL Illinois
Housing Choice Vouchers,3,17019001400,census tract,IL,17,Illinois,019,Champaign County,001400,81.0,77.0,30.0,26,100.0,,,67.0,73.0,23.0,77.0,,,0.0,69.0,31.0,,,IL Illinois Champaign County 001400,IL Illinois
Summary,1,17019005300,census tract,IL,17,Illinois,019,Champaign County,005300,81.0,93.0,32.0,28,100.0,4.0,71.0,8.0,18.0,7.0,89.0,,,4.0,4.0,29.0,68.0,75.0,IL Illinois Champaign County 005300,IL Illinois
Housing Choice Vouchers,3,17019005300,census tract,IL,17,Illinois,019,Champaign County,005300,81.0,93.0,32.0,28,100.0,4.0,71.0,8.0,18.0,7.0,89.0,,,4.0,4.0,29.0,68.0,75.0,IL Illinois Champaign County 005300,IL Illinois
Summary,1,17019005401,census tract,IL,17,Illinois,019,Champaign County,005401,85.0,64.0,123.0,111,100.0,1.0,19.0,47.0,23.0,36.0,62.0,,1.0,1.0,68.0,23.0,10.0,20.0,IL Illinois Champaign County 005401,IL Illinois
Housing Choice Vouchers,3,17019005401,census tract,IL,17,Illinois,019,Champaign County,005401,81.0,82.0,85.0,74,100.0,1.0,28.0,30.0,26.0,18.0,81.0,,,1.0,51.0,34.0,15.0,29.0,IL Illinois Champaign County 005401,IL Illinois
Project Based Section 8,4,17019005401,census tract,IL,17,Illinois,019,Champaign County,005401,99.0,29.0,23.0,24,100.0,,,100.0,17.0,71.0,25.0,,4.0,0.0,100.0,,,,IL Illinois Champaign County 005401,IL Illinois
Other Multifamily,5,17019005401,census tract,IL,17,Illinois,019,Champaign County,005401,90.0,23.0,15.0,13,96.0,,,100.0,15.0,77.0,23.0,,,0.0,100.0,,,,IL Illinois Champaign County 005401,IL Illinois
Summary,1,17019005402,census tract,IL,17,Illinois,019,Champaign County,005402,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Champaign County 005402,IL Illinois
Housing Choice Vouchers,3,17019005402,census tract,IL,17,Illinois,019,Champaign County,005402,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Champaign County 005402,IL Illinois
Summary,1,17019005500,census tract,IL,17,Illinois,019,Champaign County,005500,86.0,60.0,154.0,141,100.0,1.0,40.0,22.0,32.0,40.0,57.0,,,2.0,52.0,7.0,41.0,41.0,IL Illinois Champaign County 005500,IL Illinois
Housing Choice Vouchers,3,17019005500,census tract,IL,17,Illinois,019,Champaign County,005500,81.0,82.0,96.0,84,100.0,1.0,67.0,14.0,14.0,18.0,80.0,,,2.0,19.0,12.0,69.0,68.0,IL Illinois Champaign County 005500,IL Illinois
Project Based Section 8,4,17019005500,census tract,IL,17,Illinois,019,Champaign County,005500,94.0,26.0,58.0,57,100.0,,,59.0,58.0,74.0,25.0,,,2.0,100.0,,,,IL Illinois Champaign County 005500,IL Illinois
Summary,1,17019005601,census tract,IL,17,Illinois,019,Champaign County,005601,85.0,67.0,332.0,300,100.0,1.0,30.0,19.0,50.0,33.0,66.0,,1.0,1.0,58.0,23.0,19.0,31.0,IL Illinois Champaign County 005601,IL Illinois
Housing Choice Vouchers,3,17019005601,census tract,IL,17,Illinois,019,Champaign County,005601,81.0,87.0,190.0,166,100.0,1.0,48.0,19.0,19.0,13.0,87.0,,,1.0,31.0,38.0,31.0,49.0,IL Illinois Champaign County 005601,IL Illinois
Project Based Section 8,4,17019005601,census tract,IL,17,Illinois,019,Champaign County,005601,92.0,43.0,142.0,134,100.0,,7.0,20.0,89.0,57.0,40.0,,2.0,1.0,92.0,4.0,4.0,7.0,IL Illinois Champaign County 005601,IL Illinois
Summary,1,17019005602,census tract,IL,17,Illinois,019,Champaign County,005602,81.0,73.0,68.0,59,100.0,,7.0,46.0,31.0,27.0,69.0,2.0,,2.0,92.0,5.0,3.0,7.0,IL Illinois Champaign County 005602,IL Illinois
Housing Choice Vouchers,3,17019005602,census tract,IL,17,Illinois,019,Champaign County,005602,81.0,73.0,68.0,59,100.0,,7.0,46.0,31.0,27.0,69.0,2.0,,2.0,92.0,5.0,3.0,7.0,IL Illinois Champaign County 005602,IL Illinois
Summary,1,17019005701,census tract,IL,17,Illinois,019,Champaign County,005701,85.0,66.0,299.0,267,100.0,0.0,11.0,43.0,46.0,34.0,63.0,0.0,1.0,2.0,86.0,10.0,4.0,11.0,IL Illinois Champaign County 005701,IL Illinois
Housing Choice Vouchers,3,17019005701,census tract,IL,17,Illinois,019,Champaign County,005701,81.0,74.0,198.0,173,100.0,1.0,17.0,38.0,44.0,26.0,71.0,,1.0,2.0,79.0,15.0,6.0,18.0,IL Illinois Champaign County 005701,IL Illinois
Project Based Section 8,4,17019005701,census tract,IL,17,Illinois,019,Champaign County,005701,93.0,51.0,101.0,94,100.0,,,56.0,50.0,49.0,48.0,1.0,,2.0,99.0,1.0,,,IL Illinois Champaign County 005701,IL Illinois
Summary,1,17019005702,census tract,IL,17,Illinois,019,Champaign County,005702,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 005702,IL Illinois
Housing Choice Vouchers,3,17019005702,census tract,IL,17,Illinois,019,Champaign County,005702,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 005702,IL Illinois
Summary,1,17019005800,census tract,IL,17,Illinois,019,Champaign County,005800,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Champaign County 005800,IL Illinois
Housing Choice Vouchers,3,17019005800,census tract,IL,17,Illinois,019,Champaign County,005800,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Champaign County 005800,IL Illinois
Summary,1,17019010100,census tract,IL,17,Illinois,019,Champaign County,010100,83.0,48.0,71.0,61,100.0,,7.0,53.0,38.0,52.0,43.0,,,5.0,82.0,15.0,3.0,7.0,IL Illinois Champaign County 010100,IL Illinois
Housing Choice Vouchers,3,17019010100,census tract,IL,17,Illinois,019,Champaign County,010100,81.0,63.0,49.0,43,100.0,,9.0,39.0,47.0,37.0,56.0,,,7.0,77.0,19.0,5.0,9.0,IL Illinois Champaign County 010100,IL Illinois
Project Based Section 8,4,17019010100,census tract,IL,17,Illinois,019,Champaign County,010100,,,9.0,9,,,,,,,,,,,,,,,IL Illinois Champaign County 010100,IL Illinois
Other Multifamily,5,17019010100,census tract,IL,17,Illinois,019,Champaign County,010100,,,13.0,9,,,,,,,,,,,,,,,IL Illinois Champaign County 010100,IL Illinois
Summary,1,17019010204,census tract,IL,17,Illinois,019,Champaign County,010204,81.0,61.0,21.0,18,100.0,,33.0,31.0,39.0,39.0,61.0,,,0.0,17.0,50.0,33.0,33.0,IL Illinois Champaign County 010204,IL Illinois
Housing Choice Vouchers,3,17019010204,census tract,IL,17,Illinois,019,Champaign County,010204,81.0,61.0,21.0,18,100.0,,33.0,31.0,39.0,39.0,61.0,,,0.0,17.0,50.0,33.0,33.0,IL Illinois Champaign County 010204,IL Illinois
Summary,1,17019010300,census tract,IL,17,Illinois,019,Champaign County,010300,,,10.0,9,,,,,,,,,,,,,,,IL Illinois Champaign County 010300,IL Illinois
Housing Choice Vouchers,3,17019010300,census tract,IL,17,Illinois,019,Champaign County,010300,,,10.0,9,,,,,,,,,,,,,,,IL Illinois Champaign County 010300,IL Illinois
Summary,1,17019010601,census tract,IL,17,Illinois,019,Champaign County,010601,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 010601,IL Illinois
Housing Choice Vouchers,3,17019010601,census tract,IL,17,Illinois,019,Champaign County,010601,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 010601,IL Illinois
Summary,1,17019010603,census tract,IL,17,Illinois,019,Champaign County,010603,81.0,30.0,23.0,20,100.0,,,40.0,85.0,70.0,30.0,,,0.0,90.0,10.0,,,IL Illinois Champaign County 010603,IL Illinois
Housing Choice Vouchers,3,17019010603,census tract,IL,17,Illinois,019,Champaign County,010603,81.0,30.0,23.0,20,100.0,,,40.0,85.0,70.0,30.0,,,0.0,90.0,10.0,,,IL Illinois Champaign County 010603,IL Illinois
Summary,1,17019010604,census tract,IL,17,Illinois,019,Champaign County,010604,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 010604,IL Illinois
Housing Choice Vouchers,3,17019010604,census tract,IL,17,Illinois,019,Champaign County,010604,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 010604,IL Illinois
Summary,1,17019010902,census tract,IL,17,Illinois,019,Champaign County,010902,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 010902,IL Illinois
Housing Choice Vouchers,3,17019010902,census tract,IL,17,Illinois,019,Champaign County,010902,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Champaign County 010902,IL Illinois
Summary,1,17019011001,census tract,IL,17,Illinois,019,Champaign County,011001,,,11.0,10,,,,,,,,,,,,,,,IL Illinois Champaign County 011001,IL Illinois
Housing Choice Vouchers,3,17019011001,census tract,IL,17,Illinois,019,Champaign County,011001,,,11.0,10,,,,,,,,,,,,,,,IL Illinois Champaign County 011001,IL Illinois
Summary,1,17019011002,census tract,IL,17,Illinois,019,Champaign County,011002,81.0,74.0,108.0,94,100.0,,,52.0,70.0,26.0,73.0,,1.0,0.0,98.0,2.0,,,IL Illinois Champaign County 011002,IL Illinois
Housing Choice Vouchers,3,17019011002,census tract,IL,17,Illinois,019,Champaign County,011002,81.0,74.0,108.0,94,100.0,,,52.0,70.0,26.0,73.0,,1.0,0.0,98.0,2.0,,,IL Illinois Champaign County 011002,IL Illinois
Summary,1,17019011100,census tract,IL,17,Illinois,019,Champaign County,011100,,,5.0,4,,,,,,,,,,,,,,,IL Illinois Champaign County 011100,IL Illinois
Housing Choice Vouchers,3,17019011100,census tract,IL,17,Illinois,019,Champaign County,011100,,,5.0,4,,,,,,,,,,,,,,,IL Illinois Champaign County 011100,IL Illinois
Summary,1,17021958100,census tract,IL,17,Illinois,021,Christian County,958100,,,6.0,5,,,,,,,,,,,,,,,IL Illinois Christian County 958100,IL Illinois
Housing Choice Vouchers,3,17021958100,census tract,IL,17,Illinois,021,Christian County,958100,,,6.0,5,,,,,,,,,,,,,,,IL Illinois Christian County 958100,IL Illinois
Summary,1,17021958200,census tract,IL,17,Illinois,021,Christian County,958200,75.0,0.0,29.0,22,100.0,,45.0,16.0,32.0,100.0,,,,0.0,14.0,55.0,32.0,45.0,IL Illinois Christian County 958200,IL Illinois
Housing Choice Vouchers,3,17021958200,census tract,IL,17,Illinois,021,Christian County,958200,75.0,0.0,29.0,22,100.0,,45.0,16.0,32.0,100.0,,,,0.0,14.0,55.0,32.0,45.0,IL Illinois Christian County 958200,IL Illinois
Summary,1,17021958300,census tract,IL,17,Illinois,021,Christian County,958300,89.0,2.0,231.0,210,100.0,,6.0,39.0,55.0,98.0,1.0,0.0,,0.0,90.0,7.0,3.0,6.0,IL Illinois Christian County 958300,IL Illinois
Housing Choice Vouchers,3,17021958300,census tract,IL,17,Illinois,021,Christian County,958300,74.0,9.0,29.0,22,100.0,,36.0,15.0,14.0,91.0,5.0,,,5.0,18.0,55.0,27.0,36.0,IL Illinois Christian County 958300,IL Illinois
Project Based Section 8,4,17021958300,census tract,IL,17,Illinois,021,Christian County,958300,91.0,2.0,203.0,188,100.0,,2.0,44.0,60.0,98.0,1.0,1.0,,0.0,98.0,2.0,,2.0,IL Illinois Christian County 958300,IL Illinois
Summary,1,17021958400,census tract,IL,17,Illinois,021,Christian County,958400,78.0,5.0,121.0,94,100.0,2.0,23.0,24.0,29.0,95.0,3.0,1.0,,1.0,68.0,18.0,14.0,25.0,IL Illinois Christian County 958400,IL Illinois
Housing Choice Vouchers,3,17021958400,census tract,IL,17,Illinois,021,Christian County,958400,75.0,4.0,35.0,27,100.0,4.0,37.0,17.0,33.0,96.0,4.0,,,0.0,4.0,48.0,48.0,41.0,IL Illinois Christian County 958400,IL Illinois
Project Based Section 8,4,17021958400,census tract,IL,17,Illinois,021,Christian County,958400,79.0,6.0,85.0,67,99.0,1.0,18.0,28.0,27.0,94.0,3.0,1.0,,1.0,94.0,6.0,,19.0,IL Illinois Christian County 958400,IL Illinois
Summary,1,17021958500,census tract,IL,17,Illinois,021,Christian County,958500,,,12.0,9,,,,,,,,,,,,,,,IL Illinois Christian County 958500,IL Illinois
Housing Choice Vouchers,3,17021958500,census tract,IL,17,Illinois,021,Christian County,958500,,,12.0,9,,,,,,,,,,,,,,,IL Illinois Christian County 958500,IL Illinois
Summary,1,17021958600,census tract,IL,17,Illinois,021,Christian County,958600,,,5.0,4,,,,,,,,,,,,,,,IL Illinois Christian County 958600,IL Illinois
Housing Choice Vouchers,3,17021958600,census tract,IL,17,Illinois,021,Christian County,958600,,,5.0,4,,,,,,,,,,,,,,,IL Illinois Christian County 958600,IL Illinois
Summary,1,17021958700,census tract,IL,17,Illinois,021,Christian County,958700,82.0,4.0,66.0,54,100.0,,7.0,49.0,61.0,96.0,4.0,,,0.0,93.0,4.0,4.0,7.0,IL Illinois Christian County 958700,IL Illinois
Housing Choice Vouchers,3,17021958700,census tract,IL,17,Illinois,021,Christian County,958700,,,8.0,6,,,,,,,,,,,,,,,IL Illinois Christian County 958700,IL Illinois
Project Based Section 8,4,17021958700,census tract,IL,17,Illinois,021,Christian County,958700,82.0,0.0,58.0,48,100.0,,6.0,54.0,63.0,100.0,,,,0.0,94.0,4.0,2.0,6.0,IL Illinois Christian County 958700,IL Illinois
Summary,1,17021958800,census tract,IL,17,Illinois,021,Christian County,958800,81.0,3.0,94.0,71,93.0,,10.0,26.0,42.0,97.0,,1.0,,1.0,76.0,17.0,7.0,10.0,IL Illinois Christian County 958800,IL Illinois
Housing Choice Vouchers,3,17021958800,census tract,IL,17,Illinois,021,Christian County,958800,75.0,0.0,22.0,17,100.0,,35.0,22.0,24.0,100.0,,,,0.0,6.0,65.0,29.0,35.0,IL Illinois Christian County 958800,IL Illinois
Project Based Section 8,4,17021958800,census tract,IL,17,Illinois,021,Christian County,958800,83.0,4.0,72.0,54,90.0,,2.0,29.0,48.0,96.0,,2.0,,2.0,98.0,2.0,,2.0,IL Illinois Christian County 958800,IL Illinois
Summary,1,17021958900,census tract,IL,17,Illinois,021,Christian County,958900,75.0,13.0,41.0,32,100.0,6.0,44.0,15.0,25.0,87.0,9.0,,,3.0,6.0,28.0,66.0,50.0,IL Illinois Christian County 958900,IL Illinois
Housing Choice Vouchers,3,17021958900,census tract,IL,17,Illinois,021,Christian County,958900,75.0,13.0,41.0,32,100.0,6.0,44.0,15.0,25.0,87.0,9.0,,,3.0,6.0,28.0,66.0,50.0,IL Illinois Christian County 958900,IL Illinois
Summary,1,17021959000,census tract,IL,17,Illinois,021,Christian County,959000,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Christian County 959000,IL Illinois
Housing Choice Vouchers,3,17021959000,census tract,IL,17,Illinois,021,Christian County,959000,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Christian County 959000,IL Illinois
Summary,1,17023060200,census tract,IL,17,Illinois,023,Clark County,060200,98.0,3.0,67.0,66,100.0,5.0,32.0,14.0,27.0,97.0,2.0,2.0,,0.0,52.0,24.0,24.0,37.0,IL Illinois Clark County 060200,IL Illinois
Public Housing,2,17023060200,census tract,IL,17,Illinois,023,Clark County,060200,100.0,4.0,54.0,54,100.0,6.0,35.0,9.0,22.0,96.0,2.0,2.0,,0.0,48.0,22.0,30.0,41.0,IL Illinois Clark County 060200,IL Illinois
Housing Choice Vouchers,3,17023060200,census tract,IL,17,Illinois,023,Clark County,060200,,,3.0,2,,,,,,,,,,,,,,,IL Illinois Clark County 060200,IL Illinois
Project Based Section 8,4,17023060200,census tract,IL,17,Illinois,023,Clark County,060200,,,10.0,10,,,,,,,,,,,,,,,IL Illinois Clark County 060200,IL Illinois
Summary,1,17023060300,census tract,IL,17,Illinois,023,Clark County,060300,93.0,9.0,38.0,35,98.0,,23.0,23.0,49.0,91.0,3.0,,,6.0,60.0,26.0,14.0,23.0,IL Illinois Clark County 060300,IL Illinois
Public Housing,2,17023060300,census tract,IL,17,Illinois,023,Clark County,060300,100.0,12.0,25.0,25,100.0,,32.0,24.0,28.0,88.0,4.0,,,8.0,44.0,36.0,20.0,32.0,IL Illinois Clark County 060300,IL Illinois
Project Based Section 8,4,17023060300,census tract,IL,17,Illinois,023,Clark County,060300,,,13.0,10,,,,,,,,,,,,,,,IL Illinois Clark County 060300,IL Illinois
Summary,1,17023060400,census tract,IL,17,Illinois,023,Clark County,060400,,,7.0,7,,,,,,,,,,,,,,,IL Illinois Clark County 060400,IL Illinois
Public Housing,2,17023060400,census tract,IL,17,Illinois,023,Clark County,060400,,,7.0,7,,,,,,,,,,,,,,,IL Illinois Clark County 060400,IL Illinois
Summary,1,17025972000,census tract,IL,17,Illinois,025,Clay County,972000,97.0,3.0,38.0,35,96.0,11.0,26.0,21.0,31.0,97.0,,,,3.0,46.0,23.0,31.0,37.0,IL Illinois Clay County 972000,IL Illinois
Public Housing,2,17025972000,census tract,IL,17,Illinois,025,Clay County,972000,98.0,3.0,30.0,29,100.0,14.0,24.0,22.0,31.0,97.0,,,,3.0,41.0,24.0,34.0,38.0,IL Illinois Clay County 972000,IL Illinois
